defined_meaning_id	GROUP_CONCAT(uw_expression.spelling SEPARATOR ',')
682992	forest health
683003	pelagic
683011	pleistocene
683023	pupil
683033	doctor of philosophy,Ph.D.
683043	natural philosophy
683050	analytic philosophy
683087	toy soldier
683096	doll
683104	matrushka doll
683116	warm
683124	complementary colors
683130	cool
683138	eclecticism
683144	eclecticism
683169	folk art
683238	fresco
683255	geodesic
683263	geodesic
683278	humanism
683284	humanism
683295	humanitarianism
683318	kinetic art
683348	lithograph
683356	mobile
683366	monochromatic
683375	polychromatic
683401	stupa
683408	Buddhism
683429	Buddhist
683439	vault
683442	vault
683462	vacant
683471	vacancy
683474	vacancy defect,vacancy
683493	vacancy rate
683502	valuation
683506	fresco
683528	wall fresco
683536	ceiling fresco
683776	well-wooded
683783	garden pepper cress,pepper grass,pepperwort,poor man's pepper,garden cress
683796	potato salad
683811	cow milk,cow's milk
683905	eurocentric
683914	strait
683922	peninsula
683930	oasis
683956	isthmus
684063	Bodo
684068	Tiéyaxo Bozo
684072	Dakaka
684076	Barbacoas
684080	Banda-Banda
684084	Bonggo
684088	Bagupi
684092	Binji
684096	Orowe
684100	Broome Pearling Lugger Pidgin
684104	Biyom
684108	headland,cape
684116	Bapu,Anasi
684120	Kaure
684124	Banda Malay
684128	Koronadal Blaan
684132	Sarangani Blaan
684136	Barrow Point
684140	Bongu
684144	Bian Marind
684147	Bo
684151	ecoregion
684155	Bishnupriya,Bishnupriya Manipuri
684159	Bilba
684168	indigenous species
684182	vulnerable species,threatened species
684195	genetic drift,random drift
684228	Tchumbuli
684247	Albay
684268	Easter Island
684331	Bara
684364	Eurocentrism
684470	chocolate
684483	chocolate
684629	sheep's milk,sheep milk
684643	cherry tomato
684673	current
684678	current,electric current
684688	current
684715	alternating current
684735	direct current
684745	current asset
684761	current liability
684777	Linzer Torte,Linzertorte
684803	cash flow
684824	cash flow forecast
684866	undercurrent
684887	Caribbean Current
684896	Caribbean Sea
684909	Gulf Stream
684919	Norwegian Current
684929	Antarctic Circumpolar Current
684949	Oyashio Current
684956	star-studded,star-covered,starry
684971	Humboldt Current
685033	calcareous
685052	correlate
685069	correlate
685072	correlate
685087	glacial
685096	glaciation
685105	laminated
685114	Quaternary
685124	tectonic
685133	Cape Horn Current
685140	Cape Horn
685186	adabtability
685200	adaptedness
685211	agricultural biodiversity,agrobiodiversity
685227	forest biodiversity
685242	gene flow
685255	absolute error
685264	bar graph
685273	coefficient
685282	cone
685291	correlation
685300	cylinder
685309	equilateral
685318	equiangular
685327	factoring
685334	histogram
685337	graphic
685350	isosceles triangle
685359	obtuse
685368	probability
685376	proportion
685379	proportion
685392	random variable
685402	relative error
685411	standard deviation
685426	variance
685435	conjecture
685444	exchange rate
685453	inflation rate
685552	variety
685555	variety
685559	variety
685562	variety of algebras,variety
685569	variety,variety show
685617	universal algebra
685632	genetic variance
685642	additive genetic variance
685652	dominance genetic variance
685656	locus
685690	dominance
685693	dominance
685696	dominance
685717	homozygote
685721	out do
685734	heterozygote
685870	intelligent design
685882	dominant allele
685893	dominant gene
685904	dorsal
685913	ventral
685924	blow
685964	blowhole
685985	Masbate
686137	Balangao
686256	shell fish
686269	stroke,caress,fondle
686281	palaver,cajole,coax,sweet-talk,blarney,wheedle
686292	caries
686308	Cassiopeia
686311	Cassiopeia
686332	cataclysm
686335	catastrophe,cataclysm
686356	Andromeda
686359	Andromeda
686486	macroinvertebrate
686495	oil field,oilfield
686508	rapid
686522	crossing
686534	churchyard,cœmetery,graveyard,burial ground,cemetery
686552	Bagusa
686555	Boko
686559	Bung
686563	Bago-Kusuntu
686567	Baima
686571	Bakhtiari
686575	Banda-Mbrès
686579	Bilakura
686583	Wumboko
686587	Bulgarian Sign Language
686594	Balo
686598	Busa
686602	Burusu
686606	Bosngun
686610	Bamukumbit
686614	Boguru
686618	Begbere-Ejar
686622	Buru
686626	Baangi
686630	Bali Sign Language
686637	Bakaka
686641	Braj Bhasha
686646	Baraamu
686650	Bera
686654	Bauré,Baure
686658	Mokpwe
686662	Bieria
686666	Birwa
686670	Barambu
686674	Boruca
686678	Brokkat Brokpa,Brokkat
686682	Barapasi
686742	Breri
686748	Birao
686754	Baras
686758	Bitare
686801	Bodo
686807	Burui
686811	Bilbil
686820	Abinomn
686824	Brunei Bisaya
686828	Bassari
686832	Sarawak Bisaya
686836	Wushi
686840	Bauchi
686844	Bashkardi
686848	Kati,Bashgali,Kativiri,Kata-vari
686852	Bassossi
686856	Bangwinji
686860	Busami
686864	Barasana
686868	Sochi
686989	Baga Sitemu
687011	Bolivian Sign Language
687018	Belgian Sign Language
687025	Brazilian Sign Language
687032	Chadian Sign Language
687075	devil
687204	testosterone
687213	thalamus
687222	therapeutic
687244	Bassa
687248	Bassa-Kontagora
687252	Bahonsuai
687256	Yangkam
687260	Sabah Bisaya
687266	Beti
687270	Bati
687274	Batak Dairi
687278	Gagnoa Bété
687284	Biatah
687293	Burate
687297	thoracic
687306	thrombocyte,platelet,blood platelet
687318	thrombophlebitis
687325	phlebitis
687337	photophobia
687346	physiologic
687355	pituitary gland
687363	growth
687381	outrageous
687387	adaptable
687413	agile
687426	scenery
687443	popular
687459	village
687469	specific
687483	unagitated,calm,tranquil,serene
687497	contaminated
687510	at disposal
687545	curling
687580	atmosphere
687598	back of the hand
687609	intracranial
687616	requirement
687625	genetic programming
687634	heuristic
687641	heuristic
687652	Turing machine
687661	linear programming
687670	optimization,optimisation
687679	monologue
687700	soliloquy
687714	theme
687717	theme
687729	theme park
687738	accompaniment
687745	baritone
687754	baroque
687757	baroque
687768	classical
687771	classical
687784	crescendo
687793	diminuendo
687809	vibrato
687815	vibrato
687835	periodic
687851	industrial design
687863	graphic design
687871	upgrade
687874	upgrade
687882	Bacanese Malay
687886	Bhatola
687890	terrace
687894	Batak Mandailing,Mandailing
687906	Ratagnon
687910	at home
687916	Iriga Bicolano,Rinconada Bicolano
687924	Budibud
687928	Montepertusan
687956	Baetora
687960	Batak Simalungun
687964	Bete-Bendi
687968	Batu
687972	Butuanon
687976	Batak Karo
687980	Bobot
687984	Batak Alas-Kluet
687988	Bua
688000	Montepertusan
688034	Ligurian
688085	Bakhtiari
688171	consumer
688174	consumer
688187	electric circuit,circuit
688194	circuit
688231	inherited
688242	kinetic energy
688251	relativistic kinetic energy
688264	special theory of relativity
688271	inertial system
688281	lightspeed,light speed,speed of light
688297	general theory of relativity
688312	thermal energy
688340	Ntcham
688344	Beothuk
688348	Bushoong
688352	fingertip
688367	radiant energy
688397	potential energy
688406	chemical energy
688421	renewable energy
688442	wind energy
688454	apastron
688466	periastron
688481	constellation
688680	Scorpio,Scorpius
688684	Capricorn
688690	Aquarius
688694	Pisces
688698	Aries
688702	Taurus
688706	Gemini
688710	Leo
688714	Libra
688734	Sagittarius
689207	receipt
689233	Antlia
689237	Apus
689241	Aquila
689245	Ara
689425	Camelopardalis
689458	Caelum
689494	Bongili
689498	Basa-Gurmana
689502	Bugawac
689505	Bulu
689509	Sherbro
689513	Terei
689517	Busoa
689521	Brem
689525	Bokobaru
689529	Bungain
689533	Budu
689537	Bun
689541	Bubi
689545	Bullom So
689549	Bukwen
689553	avaricious
689634	Bube
689640	Baelelea
689646	Baeggu
689659	Berau Malay
689663	Bonkeng
689667	Belanda Viri
689671	Baan
689675	Bukat
689679	Bamunka
689683	Buna
689690	Bolgo
689694	burst
689697	burst
689700	burst
689703	burst
689706	burst
689736	Burarra
689739	Bati
689743	Bukit Malay
689747	Baniva
689751	Dibole
689755	Bauzi
689759	year of marriage
689768	cable modem
689774	cable television
689784	caller ID
689792	collision
689829	have a bone to pick,have a crow to pick
689835	Bwatoo
689839	Namosi-Naitasiri-Serua
689843	Bwile
689847	Bwaidoka
689851	Bwe Karen
689855	Boselewa
689859	Barwe
689863	Bishuo
689867	Baniwa
689871	Láá Láá Bwamu
689875	Bauwaki
689879	Bwela
689883	Biwat
689887	Mandobo Bawah
689891	Southern Bobo Madaré
689895	Bomboma
689899	Bafaw-Balong
689903	elastic collision
689910	collision detection
689916	virtual reality
689926	Bahau River Kenyah
689930	Bwa
689955	shop
689982	Cwi Bwamu
689986	Bwisi
689990	Bauro
689994	Molengue
689998	Birale
690002	Bilur
690006	Bangala
690010	Buhutu
690014	Pirlatapa
690018	Bayungu
690022	Bukusu
690026	Jalkunan
690030	Burduna
690034	Bebil
690038	Busam
690042	Buxinhua
690046	Bankagooma
690050	Borna
690054	Binahari
690122	cord
690125	cord
690128	cord
690138	cord
690142	harmony
690145	harmony
690152	Batak
690156	Bikya
690160	Ubaghara
690164	Benyadu'
690168	Pouye
690172	Bete
690176	Bujhyal
690180	Buyu
690184	Bina
690188	Bayono
690192	Bidyara
690368	gamut
690383	vocation
690430	aqueduct,duct,water main,conduit,main pipe,main
690468	strike
690480	water
690483	aqueduct
690511	transaction
690515	Colorado potato beetle,Colorado beetle,ten-striped spearman,potato bug,ten-lined potato beetle,potato beetle
690538	charge card
690547	debit card
690557	prepaid card
690570	point of sale
690581	Aconcagua
690592	Amazon River,Amazon
690629	Orinoco
690668	Magdalena,Magdalena River,Yuma River
690705	Caroní
690733	Paraná
691026	Bilen
691031	Biyo
691035	Bumaji
691039	Baruya
691043	Burak
691055	Medumba
691059	Belhare,Belhariya
691063	Qaqet
691067	Buya
691071	Banaro
691076	Bandi
691080	Andio
691084	Bribri
691088	Sorogaama,Jenaama Bozo,Sorko
691094	Boikin
691098	Babuza
691102	Mapos Buang
691106	Belize Kriol English
691110	Nicaragua Creole English
691114	Boano
691117	Boano
691121	Bozaba
691125	Kemberano
691128	Buli
691133	Brithenig
691138	Burmeso
691142	Bebe
691146	Basa
691151	Hainyaxo Bozo
691155	Obanliku
691162	Evant
691166	Baptist
691207	workshop
691222	wagon vault,tunnel vault,barrel vault
691230	magnanimity,munificence,largess,largesse,openhandedness
691250	Ch'orti',Chortí
691258	Garifuna
691262	Chuj
691266	Lehar
691328	hut
691340	capacity
691367	office
691431	basalt
691442	claim
691471	conservationist
691500	bug
691580	Arthur Range
691588	Australian Alps
691599	Great Dividing Range,Eastern Highlands
691613	Blue Mountains
691624	West Coast Range
691634	Pyrenees
691646	astigmatism
691653	load
691664	load
691679	helmet
691748	chiaroscural
691765	Ubuntu
691781	however,in spite of that
691801	wear one's safety belt,buckle up
691809	Debian
691815	router
691820	taxonomy
691826	Novell
691832	SuSE
691838	Windows
691844	Microsoft
691850	serif
691856	sans serif
691862	monochrome
691868	Yahoo!
691874	Unix
691880	webcam
691886	downsample
691892	boilerplate
691927	Tennis Court Oath
691948	French Revolution
692019	waist
692073	remit
692091	guillotine
692115	absolutism,absolute monarchy
692150	absolutistic,absolutist
692158	Southern Carrier
692166	immeasurable
692177	Nivaclé
692184	Cahuarano
692188	Chané
692195	Kaqchikel,Kaqchiquel
692202	Cemuhî
692206	Chambri
692210	Chácobo
692214	Chipaya
692218	Carib
692222	Tsimané
692226	Cavineña
692230	Callawalla
692234	Chiquitano
692238	Cayuga
692242	Canichana
692308	Cabiyarí
692312	Karapanã
692316	Carijona
692320	Chipiajes
692347	cohesion
692358	Chimila
692362	Cagua
692366	Chachi
692370	Ede Cabe
692374	guilty
692386	Bualkhaw Chin
692406	ordering party
692424	Yepocapa Southwestern Cakchiquel,Yepocapa Southwestern Kaqchikel
692432	Izora
692438	Cashibo-Cacataibo
692443	Cashinahua
692447	Chayahuita
692451	Candoshi-Shapra
692455	Cacua
692459	Carabayo
692463	completion
692473	power
692480	abase
692522	chronometer
692547	colony
692550	colony
692579	rift valley
692607	Silicon Valley
692645	projection
692648	projection
692651	projection
692705	perspective
692714	Varennes-en-Argonne,Varennes
692730	French Republican Calendar,French Revolutionary Calendar
693352	requirement
693365	claim
693372	claim
693385	reign,dominate,rule,predominate,prevail
693414	impulse
693418	wizard,sorcerer,warlock,male witch,bewitcher
693447	abominable,loathsome,execrable
693455	abominate,abhor,loathe,execrate
693487	Bastille
693528	probity
693669	inadvertent
693797	Cauca
693801	Chamicuro
693805	Chopi
693809	Samba Daka
693816	Atsam
693820	Kasanga
693824	Cutchi-Swahili
693828	Malaccan Creole Malay
693832	Comaltepec Chinantec
693836	Chaungtha
693840	Southern Zhuang
693844	Choni
693848	Chiru
693872	miniskirt,mini-skirt
693903	Chamari
693907	Chepang
693911	Chaudangsi
693915	Eastern Min,Min Dong
693919	Cinda-Regi-Tiyal
693943	bud
693972	instep
693994	sole of foot,sole
694015	plantar
694031	bridge,bridge of the nose
694048	cool
694067	iced
694102	water-cooled
694114	ice
694387	Lower Chehalis
694393	Chamacoco
694397	Centúúm
694401	Dijim-Bwilim
694405	Cara
694409	Como Karim
694413	Changriwa
694417	Kagayanen
694421	Chiga
694425	Chocangacakha
694429	Catawba
694433	Highland Oaxaca Chontal
694443	shadeless,unshaded
694450	Chontal,Tabasco Chontal
694454	Chinook
694458	Ojitlán Chinantec
694462	shady
694469	Chuukese
694473	Cahuilla
694477	Chinook Wawa
694485	Chipewyan
694489	Quiotepec Chinantec
694493	shaded,shady
694499	Chumash
694505	Cholón
694511	Chuwabu
694519	Chantyal
694522	Cheyenne
694526	Ozumacín Chinantec
694565	Cia-Cia
694569	Ci Gbe
694573	Chimariko
694691	downhill
694714	uphill
694746	Kinnauri Chitkuli
694750	Cimbrian,Tzimbrisch
694754	Cinta Larga
694758	Chiapanec
694762	Tiri
694766	Chippewa
694775	Chaima
694784	Western Cham
694793	Chru
694797	Upper Chehalis
694806	Chokwe
694832	Eastern Cham
694836	Chenapian
694845	Ashéninka Pajonal
694853	Cabécar
694867	Chuave
694872	Jinyu
695220	Khumi Awa Chin
695224	Central Kurdish,Sorani
695228	Northern Kaqchikel
695232	Santo Domingo Xenacoj Kaqchikel
695236	Eastern Kaqchikel
695240	Southern Kaqchikel
695244	Chak
695248	Santa María de Jesús Kaqchikel
695252	Akatenango Southwestern Kaqchikel
695323	triumph,prevail
695329	pipeline
695338	give,yield,afford
695350	shape
695360	flow together
695363	endorse,support,back
695384	unitary
695396	connection
695402	coin
695440	exhausted
695465	approbation,praise
695501	contemplate
695511	Yucateco,Yucatán Maya,Yucatec Maya
695531	philology
695580	historical,historic
695603	generalization
695617	legend
695724	player
695750	care about
695762	administrative
695794	regional
695853	delimitation
695900	demolish
695907	customer satisfaction
695916	customer care
695929	customer loyalty
695947	fate,destiny
695965	Kyoto Climate Change Treaty,Kyoto Protocol
695973	impersonal verb
696001	devoutness
696046	quadrangular
696062	gradation
696105	diameter
696130	curve
696141	languoid
696209	Anufo
696213	Kairak
696217	Koasati
696221	Kavalan
696225	Western Kaqchikel
696229	Caka
696233	Kaqchikel-K'iche' Mixed Language
696319	Chilcotin
696323	Chaldean Neo-Aramaic
696327	Lealao Chinantec
696331	Chakali
696335	Idu-Mishmi
696339	Clallam
696343	Lowland Oaxaca Chontal
696347	Caluyanun
696351	Eastern Highland Chatino
696355	Cerma
696359	Emberá-Chamí
696363	Chimakum
696367	Campalagian
696371	Mro Chin
696375	Camtho
696409	Changthang
696413	Chinbon Chin
696417	Côông
696421	Northern Qiang
696425	Haka Chin
696429	Asháninka
696433	Khumi Chin
696438	Lalana Chinantec
696443	Ixtatán Chuj
696450	Central Asmat
696454	Tepetotutla Chinantec
696458	Ngawn Chin
696462	lect
696478	erode,abrade
696560	hydrophilic,water-soluble
696571	soluble
696751	home run
696814	Cocos Islands Malay
696818	Cocopa
696822	Cocama-Cocamilla
696826	Koreguaje
696829	Colorado
696833	Chonyi
696837	Santa Teresa Cora
696841	Columbia-Wenatchi
696845	Comanche
696849	Cofán
696853	Comox
696861	Coquille
696865	Caquinte
696869	Wamey
696873	Cowlitz
696877	Nanti
696881	Coyaima
696885	Chochotec
696926	Palantla Chinantec
696930	Ucayali-Yurúa Ashéninka
696936	Ajyíninka Apurucayali
696940	Chinese Pidgin English
696944	Cherepon
696948	Capiznon
696952	Pichis Ashéninka
696956	Pu-Xian
696960	South Ucayali Ashéninka
696964	Chilean Quechua
696979	destruction
697006	Lonwolwol
697034	abrasion
697060	Ibrahim,Abraham
697100	cylinder
697105	hydrophobic,water-insoluble
697115	insoluble
697135	fat-soluble,lipophilic
697175	fat-insoluble,lipophobic
697219	root
697227	play
697231	gamble
697235	play
697260	Coeur d'Alene
697264	Caramanta
697268	Michif
697272	Southern East Cree
697295	fundraising
697302	Plains Cree
697323	cylinder
697327	cylinder
697331	cylinder
697366	disciple
697375	fine,fairly good
697387	disgregate
697415	Northern East Cree
697419	Moose Cree
697423	El Nayar Cora
697427	Crow
697431	Iyo'wujwa Chorote
697435	Carolina Algonquian,Pamlico
697439	Iyojwa'ja Chorote
697443	Carútana
697447	Carrier
697451	Cori
697455	Cruzeño
697459	Chiltepec Chinantec
697463	Catalonian Sign Language
697474	anemoclinometer
697478	Chiangmai Sign Language
697487	linear
697493	Czech Sign Language
697509	Cuba Sign Language
697513	linearity
697526	Chilean Sign Language
697533	Asho Chin
697537	Coast Miwok
697541	Jola-Kasa
697545	Chinese Sign Language
697552	Central Sierra Miwok
697556	Colombian Sign Language
697563	Sochiapan Chinantec
697567	Croatia Sign Language
697574	Costa Rican Sign Language
697590	Southern Ohlone
697599	Northern Ohlone
697603	Swampy Cree
697607	Siyin Chin
697611	Coos
697626	Tataltepec Chatino
697630	Chetco
697634	Tedim Chin
697638	Tepinapa Chinantec
697642	Tila Chol
697646	Tlacoatzintepec Chinantec
697650	Chitimacha
697654	Chhintange
697658	Emberá-Catío
697662	Western Highland Chatino
697666	Northern Catanduanes Bicolano
697670	Chol,Ch'ol
697674	Zacatepec Chatino
697720	Cubeo
697724	Usila Chinantec
697728	Cung
697732	Chuka
697736	Cuiba
697740	San Blas Kuna
697744	Culina
697748	Cumeral
697752	Cune'n K'iche'
697756	Cumanagoto
697760	Cupeño
697764	Chhulung
697768	Teutila Cuicatec
697772	Chukwa
697776	Tepeuxila Cuicatec
697780	Valle Nacional Chinantec
697784	Kabwa
697788	Maindo
697792	Woods Cree
697796	Kwere
697800	Kuwaataay
697807	Nopala Chatino
697811	Cayubaba
697815	Cuyonon
697819	Huizhou,Huizhou Chinese,Hui,Hui Chinese
697823	Zenzontepec Chatino
697827	Min Zhong
697831	Zotung Chin
697835	correctness
697838	correctness
697912	culmination
697942	planetary ring
698014	creme anglais
698028	Dambi
698032	Marik
698036	Duupa
698040	Dan
698044	Dagbani
698048	Gwahatike
698052	Day
698056	Dakota,Dakhota
698060	tome
698069	Daai,Mün,Ütbü,Daai Chin
698073	Nisi
698077	Daho-Doo
698081	Darang Deng
698085	Taita
698089	Davawenyo
698093	Dhay'yi,Dayi
698097	Dao
698145	stance,posture
698183	adhere
698391	Emiliano-Romagnolo
698395	render,picture,depict
698419	apetalous
698434	Vai
698446	Bondum,Bondum Dogon,Bondum Dom,Bondum Dom Dogon
